Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","","","","","2","5.7","","","2","5.8","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2735bdb4da25959b8b4abecc00898757f40a9e86e5f583f7a85fe0b1e7420326","0-8662fedbe54b06f6a43b1b3f8c38221ebe8da194a03d55752b503a1c853b2833","0-d6636c37edc1486932f1bb250794e8cb6619b569189b6798e9001ebcb51528c4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","15","4.029","15","4.029","13","3.553","19","5.287","","","17","4.815","16","4.615","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","78e2884d018f5c61b9f3aa102f3ee0123bfb3460e832ac75daa9d44670eb2be7","0-e29749085e099b1c18358b0a217b58077186bfdb00ed5401f8714dc09ba00f8d","0-1cc3997bffe8db38b2101249a6848488b4f060207c32686be7a2b0e9ee88a002","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","16","4.373","22","6.121","","","20","5.664","19","5.48","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","78e2884d018f5c61b9f3aa102f3ee0123bfb3460e832ac75daa9d44670eb2be7","1-9ac5db594df15e7d4ad23b8ee6ed1d2eb775d5612541a259831052dba57dc948","0-1cc3997bffe8db38b2101249a6848488b4f060207c32686be7a2b0e9ee88a002","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","5","1.366","7","1.948","","","6","1.699","5","1.442","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","78e2884d018f5c61b9f3aa102f3ee0123bfb3460e832ac75daa9d44670eb2be7","2-a684b6ff46d603645a645f2f13c09b7e278b01250219f6fb2848495f7ac247e8","0-1cc3997bffe8db38b2101249a6848488b4f060207c32686be7a2b0e9ee88a002","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","10.321","2","10.321","2","10.464","2","10.673","2","10.287","2","10.866","2","10.866","2","11.35","0","2.296","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8a13fe62ec4f7c8fb1a395fe3c95a9da56a7659c28f1303bbf32769f2e9c4bbb","0-ce0efbbbfa9d0a643a9381d088dadeecbf8914da1d702c1d1468bc2f95f32a09","0-9f9152007e57ade129ecf957d4f5a6c4030bf973c4f1d7d9fbd5a302f99b0ea2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","6.762","1","6.762","1","6.872","1","6.997","1","6.656","1","7.123","1","7.716","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","028ffa7fcb4f7f7ad6864d6215a5a707b8bf3d6d8c656eb33777540924aa790a","0-a339f21dcb8aaeacdc420d462a7726879dacb276acedd63f5876cb99bf0ec6a0","0-0e82390e9e5cb8419cdd63c5f05ad08f06a25f0f804ca74c3fc514925d921779","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","42.993","2","42.993","2","43.853","2","44.73","2","42.15","2","45.601","2","46.296","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","028ffa7fcb4f7f7ad6864d6215a5a707b8bf3d6d8c656eb33777540924aa790a","0-832afba6cc9513222dc9fbe180699022beffb1552cbc0f0ada6b60cd4291eab5","0-87b92c51dd048dabf8af03412a39a9b3d55417036951420055f4dd005d3543bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.119","1","5.119","1","5.076","1","5.203","1","5.065","1","5.281","1","5.352","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","028ffa7fcb4f7f7ad6864d6215a5a707b8bf3d6d8c656eb33777540924aa790a","0-2ff6bf61be526d8665825ab946e6e8d0f3c43d0e259b668be4599639796aa820","0-00a507adb1471d0b79531460e14b510fd802cb280b2524de6834a3e2a7f20a96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","33.942","2","33.942","4","53.765","5","52.095","2","46.652","4","44.813","5","49.887","2","44.107","0","6.339","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b01865c9a4319b1f4459a7b6687c852884ba93995a0a60013558c68b2a00e34e","0-97c0905ca3fec4103b902e27eb29a5f2c95c4aba5af3f4cfc5bed8024e85add3","0-a25359ba5d41ecf41304ff7c9115e62ec31bc972592261d87f3fd66e9bf672bb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","1","4","1","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-71281d49e0df2c6c656f44c4e825c418f6720780ee1b4ad03a11e9029f784ae2","0-14fdf2b321c05b4bc80a50c0d541d3b3b919c8449011270d5b0eb5f79938b7cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","2.848","2","2.848","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-2af35b0b4918b7d3480033fd9ad91ef8f91f2b1142738c71a55d9239d00c3d6b","0-fcbdfe43d7cbb83e4a58ae79f7d2a07898a4c534a9db464236a8259c10c8f6a7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","3.1","1","3.1","","","","","1","3.1","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-75d0a2af3c08ca49c78ca10f847e913e7c9b9925b4007a15cbb8c4052f1a5206","0-9713c8caf1332cea42152de204c9ea09967e1d27bdca0e5ea0e349bf1f2fc52d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.97","1","2.97","1","3.19","1","3.06","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-37a889bd4034586d679dd413d776b5adf2a4a2329b4bcd4c5194319fb1152b38","0-64291d58ad757b7d1451500e4c7a343ace1bb4f5fb3c78793cd974ced5ce363b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","1","0.000","","","","","1","0.000","1","2.51","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-cd5ba33165fc05169bc98010a1a24b2c1a6b19446f97db6444563df8341f2a83","0-fe39cfa0d0d50c018f01db8a597008f7fb256e8f4710c13ce75419b34a0561fb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","10.305","0","10.305","6","10.305","2","6.87","","","2","6.87","3","10.305","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","beedc27ca541947adf319bb5b1b581dfd5214e64502e92cc1fff70badf58b344","0-2558309d64bdc9b589537c9919da3413629e8f4557ad83adbf5dd9dbda03f1c0","0-ac67acc78d83b39019bb52f79c387ab0d182cd0c9f551a40b67d6126ad97dc03","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","2","7.56","2","7.56","10","3.348","","","4","6.948","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","beedc27ca541947adf319bb5b1b581dfd5214e64502e92cc1fff70badf58b344","0-15ac23a23d21ea520b0e91e590da920f43edb7c92c249f28cd6b978558ab0b99","0-a8ae6be5cbd65ec8a46a4d29351f1cf71dba7f7242324de6d89437a99bde0d34","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","9","0.204","9","0.204","20","0.452","6","0.135","9","0.204","21","0.466","","","2","0.045","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","0-aeb2cf45ce3dccef5bdb6d2fe762a50ba0a9db1acdef8b1d94aa67dd49d04ee5","0-0318ab6776a28f60a6a03e5d93c21ccf2105c53d967e328b62b14aceb0f96690","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","9","0.204","9","0.204","","","","","8","0.181","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","1-31c1cfea218a187dc9d99b09808bad97b4de77b5f5dd913e2de9fde378912aae","0-0318ab6776a28f60a6a03e5d93c21ccf2105c53d967e328b62b14aceb0f96690","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","7","0.158","7","0.158","","","","","8","0.181","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","2-4fd9083733c07fba8ccdf8c6462c39d62622aa15bc503163762b2a78a8dffdd5","0-0318ab6776a28f60a6a03e5d93c21ccf2105c53d967e328b62b14aceb0f96690","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","0.3","6","0.3","10","0.5","10","0.5","28","2.7","8","0.4","5","0.25","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","0-d4299ea794abdb6f34e488ef9e531aac70bd0fe2fc7cc74ff922f6fb1f17f116","0-ea4d7a4963e103d3ea9c3a547b76c9e9c3084d4f51064dea486d034ccfd7f103","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","5","0.25","5","0.25","5","0.25","7","0.35","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","1-ee5253def553b37df38513c4a0e429aec41426fc3112f75b65f02aacff0e979b","0-ea4d7a4963e103d3ea9c3a547b76c9e9c3084d4f51064dea486d034ccfd7f103","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","5","0.25","5","0.25","5","0.25","5","0.25","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","2-f33c87aa9257105eb3b3e61d44697c1050f9ee257bc4cf7ee087b0d353ad8f1e","0-ea4d7a4963e103d3ea9c3a547b76c9e9c3084d4f51064dea486d034ccfd7f103","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","1.125","5","1.125","11","1.375","34","1.425","19","4.667","18","1.135","9","0.965","9","11.422","5","0.052","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55ff224b0c16f6229c62c5aefbbcc36d0cbf265d66b4c8a46704c153db79c343","0-42460aa42b801586ed56c30c1eb1927b093f3ff08b38632542464b3926f27c18","0-035ddf9292657b9f61d3966294bd2fd3835939115df06f48c88e5d41a6620da9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","2","0.318","5","2.637","","","4","0.659","3","0.602","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f0cecf92e78750ad3bf3ef2b8495d594d59d44edb77834f052cce057844b5ab0","0-45549403b86ccff3a048b54aad49cde0a29e383829a31033071b36e1edc9ee09","0-6ec8f6c346659bcccb63930f4ab8c141c8f07022f5635ad23f8bcd93be87d9e9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","12","0.9","0","0.000","","","","","","","","","","","","","12","0.9","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f0cecf92e78750ad3bf3ef2b8495d594d59d44edb77834f052cce057844b5ab0","0-ac72460fa44fdf9ddf8991caf3f3405c060ac1501ed3ca56915f1392bfa7d47b","0-89c31415a6385f5d4f0d2db51f754e12c0d9e3b420ab6a064fdabbbfb17d30d4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","123","0.000","123","0.000","129","0.000","","","327","0.000","","","","","24","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1118fffb53dcd06ed438537bcbae39a10a76f04ee739c02d6ee2e627a0e4e5ac","0-06b6c8da7c4d72e665ea1a71d9936a0db2fc2a93c3e4a775524285f6e620b4e2","0-25bd05d9eedd75ce2b05482a11b903954f86966c241475c434c351adbbdc2e12","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","9","1.804","9","1.804","32","5.969","24","4.317","","","27","4.812","16","2.356","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-dbac783be28ced8392ab806980f45b0317b4566aa68052a92c845749c8894c4e","0-8b29ac8973e03c37426eac36bd953701895e111725eafa1253fa6b4cdb5f547c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","12","6.265","12","6.458","","","12","6.658","12","6.863","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-f1e67eae9ce211bd2078a3cd84c4b2da765e1ba991c87e2e062fd8939e1bbb21","0-9d5899976722240634fe30ffe134e82dfe0edbb58e81e03d58fe641cf2c33a43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","20","7.469","20","7.469","32","6.908","32","4.548","0","0.098","26","3.243","0","0.42","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-3562515a2bdf7daf54caf486e17073d1cfec2a7b3ce1d9039f6077cb5d395c95","0-5240724791a507cdd32beaaa6519c75c6f910859aec076f570ab7bc3c5aa6cc8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","49","2.209","49","2.209","","","","","45","2.028","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-2fbfbfbae2cbd214ed3477dc31056fa3ca6b294b1725ecf8181da242c709165b","0-4b70e2e8edb82095c0bf165dd883ad7c90489380b40e13c9153fff350eab7f4b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","35","5.412","35","5.412","42","5.642","1","1.11","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-69f40a1109f85cfa2647bc80f677c1336cc5b1c566c7c74782a4d35d1b2e8468","0-f2df0bd482ebd4f232158ae589db13ec8d9bb295c1024e963c895af98b5865aa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","5","0.244","","","20","0.931","20","0.959","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-a04bf4b24b1e3dbe9bfad75726f1e5802b70abb503a2cc259b931dad386ced83","0-caa92ac36330ac0f62af30b24f8ef1f0717c93d62ff90c81dfff31d5052d1fd8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","57","2.679","57","2.679","6","2.659","61","2.143","106","8.343","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-91c09349be45ab8a2422b635d04d92883fe4f944485290f3173f5c47bb49161d","0-ab8f89a9cd1ad394d0731fdaa343c464d953031369400a875422efe41fbdf0b8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","0.000","2","0.000","3","0.000","","","1","0.000","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","319d3ecf351c353179062e82318101c6aa2193c9d09ff6e86b2e4c8cbecb7458","0-5a4540be8d0a1eae665cc295fba711114fafa6f3d321d05ae9cebfaf6467c2fa","0-5b8c3ad4d85b81596c7f7048a93ab7351a9e77152f1e54afe774cedc4c9e6526","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
